year,semester,campus,course_code,course_prefix,is_core,is_math,avg_fail_ratio_3y,recent_fail_count,is_offered_last_year,latent_demand_count,bottleneck_score,plan_alignment_score,course_level,gap_since_last_offered,is_offered
2021,Fall,Byblos,CSC310,CSC,1,0,0.138,3,1,0,6,1.0,3,2,1
2021,Fall,Byblos,CSC317,CSC,0,0,0.0,0,0,0,0,1.0,3,99,0
2021,Fall,Byblos,CSC320,CSC,1,0,0.0,0,0,0,1,0.0,3,2,0
2021,Fall,Byblos,CSC326,CSC,1,0,0.0,0,1,0,7,1.0,3,3,1
2021,Fall,Byblos,CSC375,CSC,1,0,0.08,4,1,0,5,0.0,3,2,1
2021,Fall,Byblos,CSC380,CSC,1,0,0.0,0,0,0,0,0.0,3,99,0
2021,Fall,Byblos,CSC430,CSC,1,0,0.0,0,1,0,1,0.0,4,3,1
2021,Fall,Byblos,CSC431,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,CSC433,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,CSC435,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,CSC437,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,CSC438,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,CSC439,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,CSC443,CSC,0,0,0.0,0,1,0,0,1.0,4,3,1
2021,Fall,Byblos,CSC446,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,CSC447,CSC,1,0,0.0,0,0,0,0,1.0,4,2,0
2021,Fall,Byblos,CSC460,CSC,0,0,0.0,0,0,0,0,1.0,4,99,1
2021,Fall,Byblos,CSC461,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,CSC462,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,CSC463,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,CSC464,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,CSC490,CSC,1,0,0.0,0,0,0,2,0.0,4,2,0
2021,Fall,Byblos,CSC491,CSC,1,0,0.037,1,1,0,0,1.0,4,2,1
2021,Fall,Byblos,CSC498,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,CSC597,CSC,0,0,0.0,0,0,0,0,1.0,5,99,0
2021,Fall,Byblos,CSC598,CSC,1,0,0.0,0,0,0,0,1.0,5,99,0
2021,Fall,Byblos,CSC599,CSC,1,0,0.0,0,1,0,0,1.0,5,2,1
2021,Fall,Byblos,CSC600,CSC,0,0,0.0,0,1,0,0,1.0,6,2,1
2021,Fall,Byblos,CSC611,CSC,0,0,0.0,0,0,0,0,1.0,6,99,1
2021,Fall,Byblos,CSC612,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC613,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC614,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC615,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC616,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC617,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC618,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC619,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC621,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC622,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC623,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC624,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC625,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC630,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC631,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC632,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC633,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC634,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC635,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC636,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC637,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC638,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC647,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC650,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC660,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC662,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC664,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC666,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC668,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC688,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC690,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC691,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC694,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC696,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC697,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Fall,Byblos,CSC698,CSC,0,0,0.0,0,1,0,0,1.0,6,3,1
2021,Fall,Byblos,CSC699,CSC,0,0,0.091,0,1,0,0,1.0,6,2,1
2021,Fall,Byblos,BIF205,BIF,1,0,0.0,0,1,0,1,0.0,2,2,1
2021,Fall,Byblos,BIF243,BIF,1,0,0.059,1,1,0,1,1.0,2,2,1
2021,Fall,Byblos,BIF244,BIF,1,0,0.059,1,0,0,0,0.0,2,2,0
2021,Fall,Byblos,BIF245,BIF,1,0,0.286,2,1,0,2,0.0,2,2,1
2021,Fall,Byblos,BIF310,BIF,1,0,0.188,0,1,0,0,1.0,3,2,1
2021,Fall,Byblos,BIF345,BIF,1,0,0.0,0,0,0,0,1.0,3,2,1
2021,Fall,Byblos,BIF375,BIF,1,0,0.0,0,1,0,0,1.0,3,2,1
2021,Fall,Byblos,BIF415,BIF,1,0,0.0,0,0,0,2,0.0,4,99,0
2021,Fall,Byblos,BIF425,BIF,0,0,0.0,0,1,0,0,1.0,4,3,0
2021,Fall,Byblos,BIF435,BIF,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,BIF455,BIF,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,BIF498,BIF,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,BIF513,BIF,0,0,0.0,0,0,0,0,1.0,5,99,0
2021,Fall,Byblos,BIF515,BIF,0,0,0.0,0,0,0,0,1.0,5,99,0
2021,Fall,Byblos,BIF524,BIF,1,0,0.0,0,1,0,0,1.0,5,3,1
2021,Fall,Byblos,BIF599,BIF,1,0,0.0,0,1,0,0,0.0,5,2,1
2021,Fall,Byblos,MTH101,MTH,0,1,0.087,4,1,0,1,1.0,1,3,1
2021,Fall,Byblos,MTH102,MTH,0,1,0.048,0,1,0,3,1.0,1,2,0
2021,Fall,Byblos,MTH201,MTH,0,1,0.179,4,1,0,8,1.0,2,1,1
2021,Fall,Byblos,MTH206,MTH,0,1,0.149,12,1,19,1,0.0,2,1,1
2021,Fall,Byblos,MTH207,MTH,0,1,0.188,9,1,0,9,1.0,2,2,1
2021,Fall,Byblos,MTH301,MTH,0,1,0.0,0,0,19,2,0.0,3,99,0
2021,Fall,Byblos,MTH302,MTH,0,1,0.0,0,0,0,0,1.0,3,99,0
2021,Fall,Byblos,MTH303,MTH,0,1,0.0,0,0,19,0,1.0,3,99,0
2021,Fall,Byblos,MTH304,MTH,0,1,0.019,1,1,19,0,0.0,3,1,1
2021,Fall,Byblos,MTH305,MTH,0,1,0.118,4,1,19,2,1.0,3,3,1
2021,Fall,Byblos,MTH306,MTH,0,1,0.0,0,0,0,0,1.0,3,99,0
2021,Fall,Byblos,MTH307,MTH,0,1,0.263,5,0,19,0,0.0,3,2,0
2021,Fall,Byblos,MTH308,MTH,0,1,0.0,0,0,0,0,1.0,3,99,0
2021,Fall,Byblos,MTH309,MTH,0,1,0.0,0,0,19,0,1.0,3,99,0
2021,Fall,Byblos,MTH311,MTH,0,1,0.0,0,0,0,1,1.0,3,2,0
2021,Fall,Byblos,MTH312,MTH,0,1,0.0,0,0,19,0,0.0,3,99,0
2021,Fall,Byblos,MTH400,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,MTH401,MTH,0,1,0.0,0,0,0,3,1.0,4,99,0
2021,Fall,Byblos,MTH402,MTH,0,1,0.0,0,0,0,1,1.0,4,99,0
2021,Fall,Byblos,MTH403,MTH,0,1,0.0,0,0,0,0,0.0,4,99,0
2021,Fall,Byblos,MTH407,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,MTH409,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,MTH410,MTH,0,1,0.0,0,0,25,0,0.0,4,99,0
2021,Fall,Byblos,MTH411,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,MTH498,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2021,Fall,Byblos,STA102,STA,0,0,0.0,0,0,0,0,1.0,1,99,0
2021,Fall,Byblos,STA205,STA,1,0,0.045,4,1,0,0,1.0,2,2,1
2021,Fall,Byblos,STA302,STA,1,0,0.033,0,1,0,0,1.0,3,2,1
2022,Spring,Beirut,CSC201,CSC,1,0,0.019,13,1,0,0,1.0,2,1,1
2022,Spring,Beirut,CSC243,CSC,1,0,0.066,15,1,0,1,0.0,2,1,1
2022,Spring,Beirut,CSC245,CSC,1,0,0.156,8,1,182,4,1.0,2,1,1
2022,Spring,Beirut,CSC310,CSC,1,0,0.119,13,1,222,6,0.0,3,1,1
2022,Spring,Beirut,CSC317,CSC,0,0,0.0,0,0,60,0,1.0,3,99,0
2022,Spring,Beirut,CSC320,CSC,1,0,0.107,6,1,222,1,1.0,3,1,1
2022,Spring,Beirut,CSC326,CSC,1,0,0.076,11,1,53,7,0.0,3,1,1
2022,Spring,Beirut,CSC375,CSC,1,0,0.013,2,0,222,5,1.0,3,1,1
2022,Spring,Beirut,CSC380,CSC,1,0,0.0,0,0,253,0,1.0,3,99,0
2022,Spring,Beirut,CSC430,CSC,1,0,0.014,2,0,52,1,1.0,4,1,1
2022,Spring,Beirut,CSC431,CSC,0,0,0.0,0,0,72,0,1.0,4,99,0
2022,Spring,Beirut,CSC433,CSC,0,0,0.0,0,0,134,0,1.0,4,99,0
2022,Spring,Beirut,CSC435,CSC,0,0,0.0,0,0,52,0,1.0,4,99,1
2022,Spring,Beirut,CSC437,CSC,0,0,0.0,0,0,52,0,1.0,4,99,0
2022,Spring,Beirut,CSC438,CSC,0,0,0.0,0,0,52,0,1.0,4,99,0
2022,Spring,Beirut,CSC439,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2022,Spring,Beirut,CSC443,CSC,0,0,0.036,3,0,72,0,1.0,4,1,0
2022,Spring,Beirut,CSC446,CSC,0,0,0.0,0,0,52,0,1.0,4,99,0
2022,Spring,Beirut,CSC447,CSC,1,0,0.0,0,1,112,0,0.0,4,3,1
2022,Spring,Beirut,CSC460,CSC,0,0,0.03,1,0,60,0,1.0,4,1,0
2022,Spring,Beirut,CSC461,CSC,0,0,0.0,0,0,60,0,1.0,4,99,0
2022,Spring,Beirut,CSC462,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2022,Spring,Beirut,CSC463,CSC,0,0,0.0,0,0,25,0,1.0,4,99,0
2022,Spring,Beirut,CSC464,CSC,0,0,0.0,0,0,60,0,1.0,4,99,0
2022,Spring,Beirut,CSC490,CSC,1,0,0.021,2,1,72,2,1.0,4,1,1
2022,Spring,Beirut,CSC491,CSC,1,0,0.045,0,1,92,0,1.0,4,1,1
2022,Spring,Beirut,CSC498,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2022,Spring,Beirut,CSC597,CSC,0,0,0.0,0,0,72,0,1.0,5,99,0
2022,Spring,Beirut,CSC598,CSC,1,0,0.0,0,0,0,0,0.0,5,99,0
2022,Spring,Beirut,CSC599,CSC,1,0,0.012,1,1,20,0,0.0,5,1,1
2022,Spring,Beirut,CSC600,CSC,0,0,0.0,0,1,0,0,1.0,6,1,1
2022,Spring,Beirut,CSC611,CSC,0,0,0.043,0,0,0,0,1.0,6,1,0
2022,Spring,Beirut,CSC612,CSC,0,0,0.0,0,1,0,0,1.0,6,3,0
2022,Spring,Beirut,CSC613,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC614,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC615,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC616,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC617,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC618,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC619,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC621,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC622,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC623,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC624,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC625,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC630,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC631,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC632,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC633,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC634,CSC,0,0,0.0,0,0,0,0,1.0,6,99,1
2022,Spring,Beirut,CSC635,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC636,CSC,0,0,0.0,0,0,0,0,1.0,6,1,0
2022,Spring,Beirut,CSC637,CSC,0,0,0.0,0,1,0,0,1.0,6,3,0
2022,Spring,Beirut,CSC638,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC647,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC650,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC660,CSC,0,0,0.0,0,0,0,0,1.0,6,1,0
2022,Spring,Beirut,CSC662,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC664,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC666,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC668,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC688,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC690,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC691,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC694,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC696,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC697,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Beirut,CSC698,CSC,0,0,0.5,0,1,0,0,1.0,6,1,1
2022,Spring,Beirut,CSC699,CSC,0,0,0.074,0,1,0,0,1.0,6,1,1
2022,Spring,Beirut,BIF205,BIF,1,0,0.1,7,1,0,1,1.0,2,1,1
2022,Spring,Beirut,BIF243,BIF,1,0,0.111,6,1,0,1,0.0,2,1,1
2022,Spring,Beirut,BIF244,BIF,1,0,0.167,2,1,0,0,1.0,2,3,1
2022,Spring,Beirut,BIF245,BIF,1,0,0.214,3,1,24,2,1.0,2,1,1
2022,Spring,Beirut,BIF310,BIF,1,0,0.115,2,1,197,0,0.0,3,1,1
2022,Spring,Beirut,BIF345,BIF,1,0,0.0,0,1,0,0,0.0,3,1,1
2022,Spring,Beirut,BIF375,BIF,1,0,0.042,0,0,197,0,0.0,3,1,1
2022,Spring,Beirut,BIF415,BIF,1,0,0.077,2,1,0,2,1.0,4,3,1
2022,Spring,Beirut,BIF425,BIF,0,0,0.0,0,0,0,0,1.0,4,99,0
2022,Spring,Beirut,BIF435,BIF,0,0,0.0,0,1,0,0,1.0,4,3,0
2022,Spring,Beirut,BIF455,BIF,0,0,0.0,0,0,0,0,1.0,4,4,1
2022,Spring,Beirut,BIF498,BIF,0,0,0.0,0,0,0,0,1.0,4,99,0
2022,Spring,Beirut,BIF513,BIF,0,0,0.077,1,0,0,0,1.0,5,1,0
2022,Spring,Beirut,BIF515,BIF,0,0,0.0,0,0,0,0,1.0,5,99,0
2022,Spring,Beirut,BIF524,BIF,1,0,0.125,2,0,20,0,0.0,5,1,1
2022,Spring,Beirut,BIF599,BIF,1,0,0.0,0,1,0,0,1.0,5,1,1
2022,Spring,Beirut,MTH101,MTH,0,1,0.062,15,1,0,1,1.0,1,1,1
2022,Spring,Beirut,MTH102,MTH,0,1,0.251,14,1,69,3,1.0,1,1,1
2022,Spring,Beirut,MTH201,MTH,0,1,0.14,52,1,21,8,0.0,2,1,1
2022,Spring,Beirut,MTH206,MTH,0,1,0.106,13,1,146,1,1.0,2,2,1
2022,Spring,Beirut,MTH207,MTH,0,1,0.077,22,1,21,9,0.0,2,1,1
2022,Spring,Beirut,MTH301,MTH,0,1,0.117,3,1,146,2,1.0,3,1,1
2022,Spring,Beirut,MTH302,MTH,0,1,0.0,0,0,0,0,1.0,3,99,0
2022,Spring,Beirut,MTH303,MTH,0,1,0.123,5,0,146,0,1.0,3,1,1
2022,Spring,Beirut,MTH304,MTH,0,1,0.068,1,1,146,0,1.0,3,1,1
2022,Spring,Beirut,MTH305,MTH,0,1,0.111,11,1,146,2,0.0,3,1,1
2022,Spring,Beirut,MTH306,MTH,0,1,0.0,0,0,0,0,1.0,3,99,1
2022,Spring,Beirut,MTH307,MTH,0,1,0.093,0,1,339,0,1.0,3,2,1
2022,Spring,Beirut,MTH308,MTH,0,1,0.0,0,0,0,0,1.0,3,99,1
2022,Spring,Beirut,MTH309,MTH,0,1,0.0,0,0,146,0,1.0,3,99,0
2022,Spring,Beirut,MTH311,MTH,0,1,0.07,3,0,193,1,0.0,3,1,0
2022,Spring,Beirut,MTH312,MTH,0,1,0.0,0,0,146,0,1.0,3,99,0
2022,Spring,Beirut,MTH400,MTH,0,1,0.042,2,0,19,0,1.0,4,1,0
2022,Spring,Beirut,MTH401,MTH,0,1,0.098,1,1,212,3,0.0,4,1,0
2022,Spring,Beirut,MTH402,MTH,0,1,0.0,0,0,21,1,1.0,4,1,0
2022,Spring,Beirut,MTH403,MTH,0,1,0.0,0,1,15,0,1.0,4,3,1
2022,Spring,Beirut,MTH407,MTH,0,1,0.0,0,1,30,0,1.0,4,3,1
2022,Spring,Beirut,MTH409,MTH,0,1,0.077,2,1,15,0,0.0,4,3,1
2022,Spring,Beirut,MTH410,MTH,0,1,0.038,1,0,15,0,1.0,4,1,0
2022,Spring,Beirut,MTH411,MTH,0,1,0.0,0,1,16,0,1.0,4,3,0
2022,Spring,Beirut,MTH498,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2022,Spring,Beirut,STA102,STA,0,0,0.129,3,1,0,0,0.0,1,1,1
2022,Spring,Beirut,STA205,STA,1,0,0.122,28,1,0,0,1.0,2,1,1
2022,Spring,Beirut,STA302,STA,1,0,0.128,19,1,0,0,0.0,3,1,1
2022,Spring,Byblos,CSC201,CSC,1,0,0.033,11,1,0,0,1.0,2,1,1
2022,Spring,Byblos,CSC243,CSC,1,0,0.168,14,1,0,1,0.0,2,1,1
2022,Spring,Byblos,CSC245,CSC,1,0,0.329,10,1,61,4,1.0,2,1,1
2022,Spring,Byblos,CSC310,CSC,1,0,0.154,4,1,114,6,0.0,3,1,1
2022,Spring,Byblos,CSC317,CSC,0,0,0.0,0,0,18,0,1.0,3,99,0
2022,Spring,Byblos,CSC320,CSC,1,0,0.0,0,1,114,1,1.0,3,3,1
2022,Spring,Byblos,CSC326,CSC,1,0,0.0,0,0,13,7,0.0,3,1,0
2022,Spring,Byblos,CSC375,CSC,1,0,0.057,0,1,114,5,1.0,3,1,1
2022,Spring,Byblos,CSC380,CSC,1,0,0.0,0,0,119,0,1.0,3,99,0
2022,Spring,Byblos,CSC430,CSC,1,0,0.0,0,0,20,1,1.0,4,1,0
2022,Spring,Byblos,CSC431,CSC,0,0,0.0,0,0,20,0,1.0,4,99,0
2022,Spring,Byblos,CSC433,CSC,0,0,0.0,0,0,33,0,1.0,4,99,0
2022,Spring,Byblos,CSC435,CSC,0,0,0.0,0,0,20,0,1.0,4,99,0
2022,Spring,Byblos,CSC437,CSC,0,0,0.0,0,0,20,0,1.0,4,99,0
2022,Spring,Byblos,CSC438,CSC,0,0,0.0,0,0,20,0,1.0,4,99,0
2022,Spring,Byblos,CSC439,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2022,Spring,Byblos,CSC443,CSC,0,0,0.072,5,0,20,0,1.0,4,1,0
2022,Spring,Byblos,CSC446,CSC,0,0,0.0,0,0,20,0,1.0,4,99,0
2022,Spring,Byblos,CSC447,CSC,1,0,0.0,0,1,38,0,0.0,4,3,1
2022,Spring,Byblos,CSC460,CSC,0,0,0.0,0,0,18,0,1.0,4,1,0
2022,Spring,Byblos,CSC461,CSC,0,0,0.0,0,0,18,0,1.0,4,99,0
2022,Spring,Byblos,CSC462,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2022,Spring,Byblos,CSC463,CSC,0,0,0.0,0,0,19,0,1.0,4,99,0
2022,Spring,Byblos,CSC464,CSC,0,0,0.0,0,0,18,0,1.0,4,99,0
2022,Spring,Byblos,CSC490,CSC,1,0,0.0,0,1,20,2,1.0,4,3,1
2022,Spring,Byblos,CSC491,CSC,1,0,0.036,0,1,20,0,1.0,4,1,1
2022,Spring,Byblos,CSC498,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2022,Spring,Byblos,CSC597,CSC,0,0,0.0,0,0,20,0,1.0,5,99,0
2022,Spring,Byblos,CSC598,CSC,1,0,0.0,0,0,0,0,0.0,5,99,0
2022,Spring,Byblos,CSC599,CSC,1,0,0.0,0,1,0,0,0.0,5,1,1
2022,Spring,Byblos,CSC600,CSC,0,0,0.0,0,1,0,0,1.0,6,1,1
2022,Spring,Byblos,CSC611,CSC,0,0,0.083,1,0,0,0,1.0,6,1,1
2022,Spring,Byblos,CSC612,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC613,CSC,0,0,0.0,0,0,0,0,1.0,6,99,1
2022,Spring,Byblos,CSC614,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC615,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC616,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC617,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC618,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC619,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC621,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC622,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC623,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC624,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC625,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC630,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC631,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC632,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC633,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC634,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC635,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC636,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC637,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC638,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC647,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC650,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC660,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC662,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC664,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC666,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC668,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC688,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC690,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC691,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC694,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC696,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC697,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2022,Spring,Byblos,CSC698,CSC,0,0,0.0,0,0,0,0,1.0,6,1,1
2022,Spring,Byblos,CSC699,CSC,0,0,0.071,0,1,0,0,1.0,6,1,1
2022,Spring,Byblos,BIF205,BIF,1,0,0.074,4,1,0,1,1.0,2,1,1
2022,Spring,Byblos,BIF243,BIF,1,0,0.081,2,1,0,1,0.0,2,1,1
2022,Spring,Byblos,BIF244,BIF,1,0,0.059,1,1,0,0,1.0,2,3,1
2022,Spring,Byblos,BIF245,BIF,1,0,0.222,0,1,13,2,1.0,2,1,1
